app_id,name,category,homepage,upstream_repo,latest_version_upstream,latest_version_flathub,latest_version_arch,latest_version_debian,wayland_score,xlibre_score,confidence,evidence_wayland,evidence_xlibre,toolkit_guess,run_mode_guess,sources_used,notes
lightdm-gtk-greeter,lightdm-gtk-greeter,GTK+,https://github.com/Xubuntu/lightdm-gtk-greeter,https://github.com/Xubuntu/lightdm-gtk-greeter,lightdm-gtk-greeter-2.0.9,,,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,github,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lightdm-gtk-greeter-settings,lightdm-gtk-greeter-settings,utils,,,,,,1.2.2-5,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
linkchecker-web,linkchecker-web,web,,,,,,10.2.1-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
linphone,linphone,sound,,,,,,4.4.10-3,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
linphone-cli,linphone-cli,sound,,,,,,5.1.65-4,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
linphone-desktop,linphone-desktop,sound,,,,,,4.4.10-3,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
linphone-nogtk,linphone-nogtk,sound,,,,,,5.1.65-4,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
liquidshell,liquidshell,Basic,https://invent.kde.org/system/liquidshell,,,,1.10.1,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
litecoin-qt,litecoin-qt,utils,,,,,,0.21.2.1-1+b1,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lshw-gtk,lshw-gtk,utils,,,,,,02.19.git.2021.06.19.996aaad9c7-2+b1,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lsix,lsix,Like,https://github.com/hackerb9/lsix,,,,1.9.1,,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lsp-plugins-jack,lsp-plugins-jack,sound,,,,,,1.2.5-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
luit,luit,utils,,,,,,2.0.20221028-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lure-of-the-temptress,lure-of-the-temptress,games,,,,,,1.1+ds3-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lximage-qt,lximage-qt,The,https://github.com/lxqt/lximage-qt,https://github.com/lxqt/lximage-qt,2.3.0,,,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,github,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lxqt-admin,lxqt-admin,LXQt,https://github.com/lxqt/lxqt-admin,https://github.com/lxqt/lxqt-admin,2.3.0,,,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,github,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lxqt-build-tools,lxqt-build-tools,Various,https://github.com/lxqt/lxqt-build-tools,,,,2.3.0,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lxqt-build-tools-qt5,lxqt-build-tools-qt5,Various,https://github.com/lxqt/lxqt-build-tools,,,,0.13.0,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lxqt-build-tools-qt5,lxqt-build-tools-qt5,Various,https://github.com/lxqt/lxqt-build-tools,https://github.com/lxqt/lxqt-build-tools,2.3.0,,,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,github,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lxqt-session,lxqt-session,The,https://github.com/lxqt/lxqt-session,https://github.com/lxqt/lxqt-session,2.3.0,,,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,github,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
lxqt-sudo,lxqt-sudo,LXQt,https://github.com/lxqt/lxqt-sudo,https://github.com/lxqt/lxqt-sudo,2.3.0,,,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,github,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mako-notifier,mako-notifier,x11,,,,,,1.7.1-1+b1,4,5,0.51,Metadata mentions Wayland support,Metadata references X11/Xorg APIs,unknown,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
manaplus,manaplus,games,,,,,,2.1.3.17-5,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
manaplus-data,manaplus-data,games,,,,,,2.1.3.17-5,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
marble-qt,marble-qt,Desktop,https://apps.kde.org/marble/,,,,25.12.2,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
marker,marker,Simple,https://fabiocolacio.github.io/Marker/,,,,2023.05.02,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
materia-kde,materia-kde,kde,,,,,,20220823-1,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mauikit-archiver,mauikit-archiver,QtQuick,https://mauikit.org/,,,,4.0.2,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mauikit-documents,mauikit-documents,MauiKit,https://mauikit.org/,,,,4.0.2,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mcollective-client,mcollective-client,utils,,,,,,2.12.5+dfsg-1.1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
md-tui,md-tui,Markdown,https://github.com/henriklovhaug/md-tui,,,,0.9.4,,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
megatools,megatools,utils,,,,,,1.11.0-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
metadata-cleaner,metadata-cleaner,utils,,,,,,2.4.0+ds-1,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
metalfinder,metalfinder,sound,,,,,,2.1.6-2,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mhwaveedit,mhwaveedit,sound,,,,,,1.4.24-1,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
minetest-mod-basic-robot-csm,minetest-mod-basic-robot-csm,games,,,,,,0.0~git20190703.e082c6a-2,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
minigalaxy,minigalaxy,games,,,,,,1.2.2-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
minitube,minitube,video,,,,,,3.9.3-2,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mjpegtools-gtk,mjpegtools-gtk,video,,,,,,1:2.1.0+debian-7,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mle,mle,editors,,,,,,1.5.0-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
monero,monero,utils,,,,,,0.18.0.0+~0+20200826-1+deb12u1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
monero-gui,monero-gui,Qt,https://getmonero.org/,,,,0.18.4.6,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
monero-tests,monero-tests,utils,,,,,,0.18.0.0+~0+20200826-1+deb12u1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
moonlight-qt,moonlight-qt,GameStream,https://moonlight-stream.org,,,,6.1.0,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mopidy-mpd,mopidy-mpd,sound,,,,,,3.3.0-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
morla,morla,editors,,,,,,0.16.1-2,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
moserial,moserial,"Clean,",https://wiki.gnome.org/Apps/Moserial,,,,3.0.21,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mp3info-gtk,mp3info-gtk,sound,,,,,,0.8.5a-5+b1,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mp3splt-gtk,mp3splt-gtk,sound,,,,,,0.9.2-3.1+b1,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mpdscribble,mpdscribble,sound,,,,,,0.24-3,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mqttui,mqttui,Subscribe,https://github.com/EdJoPaTo/mqttui,,,,0.22.1,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mumble,mumble,sound,,,,,,1.3.4-4,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mupen64plus-audio-sdl,mupen64plus-audio-sdl,games,,,,,,2.5.9+25+g8f372a0-2,4,4,0.51,Toolkit SDL commonly supports Wayland,Toolkit SDL supports X11/XLibre-style sessions,SDL,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mupen64plus-input-sdl,mupen64plus-input-sdl,games,,,,,,2.5.9+55+g2129e94-1,4,4,0.51,Toolkit SDL commonly supports Wayland,Toolkit SDL supports X11/XLibre-style sessions,SDL,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mupen64plus-qt,mupen64plus-qt,games,,,,,,1.15-1,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
muse,muse,sound,,,,,,4.1.0-1,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mystiq,mystiq,video,,,,,,20.03.23-3,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
nas-bin,nas-bin,sound,,,,,,1.9.4-7,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
nautilus-extension-gnome-terminal,nautilus-extension-gnome-terminal,gnome,,,,,,3.46.8-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
nbsdgames,nbsdgames,games,,,,,,5-4,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
ncmpcpp,ncmpcpp,sound,,,,,,0.9.2-2+b3,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
ncurses-bin,ncurses-bin,utils,,,,,,6.4-4,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
nemo-gtkhash,nemo-gtkhash,utils,,,,,,1.4+git20220617-3,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
neochat,neochat,kde,,,,,,23.01.0-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
neovim-qt,neovim-qt,GUI,https://github.com/equalsraf/neovim-qt,https://github.com/equalsraf/neovim-qt,v0.2.19,,,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,github,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
nethack-qt,nethack-qt,games,,,,,,3.6.6-3+b2,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
netrek-client-cow,netrek-client-cow,games,,,,,,3.3.2-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
netsurf-gtk,netsurf-gtk,web,,,,,,3.10-1+b3,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
nitrocli,nitrocli,utils,,,,,,0.2.4-2+b4,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
nixnote2,nixnote2,utils,,,,,,2.1.7~git20220718+dfsg1-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
nnn,nnn,The,https://github.com/jarun/nnn,,,,5.2,,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
noblenote,noblenote,editors,,,,,,1.2.0-1+b1,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
notedeln,notedeln,editors,,,,,,1.4.6-1,3,4,0.51,Toolkit Electron commonly supports Wayland,Toolkit Electron supports X11/XLibre-style sessions,Electron,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
novnc,novnc,web,,,,,,1:1.3.0-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
nsnake,nsnake,games,,,,,,3.0.1-2.1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
nwg-dock-hyprland,nwg-dock-hyprland,GTK3-based,https://github.com/nwg-piotr/nwg-dock-hyprland,https://github.com/nwg-piotr/nwg-dock-hyprland,v0.4.8,,,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,github,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
nwg-hello,nwg-hello,GTK3-based,https://github.com/nwg-piotr/nwg-hello,,,,0.4.3,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
nwg-hello,nwg-hello,GTK3-based,https://github.com/nwg-piotr/nwg-hello,https://github.com/nwg-piotr/nwg-hello,v0.4.3,,,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,github,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
nwg-panel,nwg-panel,GTK3-based,https://github.com/nwg-piotr/nwg-panel,https://github.com/nwg-piotr/nwg-panel,v0.10.13,,,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,github,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
nwg-readme-browser,nwg-readme-browser,nwg-shell,https://github.com/nwg-piotr/nwg-readme-browser,,,,0.1.7,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
nyancat,nyancat,Nyancat,https://nyancat.dakko.us/,,,,1.5.2,,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
obconf-qt,obconf-qt,utils,,,,,,0.16.2-2,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
oggfwd,oggfwd,sound,,,,,,0.2-6+b2,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
okularpart5,okularpart5,Qt5,https://apps.kde.org/okular/,,,,23.08.5,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
onioncircuits,onioncircuits,utils,,,,,,0.7-3,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
ontospy,ontospy,utils,,,,,,2.1.1~dfsg-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
openai-codex,openai-codex,OpenAIs,https://github.com/openai/codex,,,,0.106.0,,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
openmw-launcher,openmw-launcher,games,,,,,,0.47.0-3+b1,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
openpaperwork-gtk,openpaperwork-gtk,gnome,,,,,,2.1.1-1,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
openshot-qt,openshot-qt,video,,,,,,2.6.1+dfsg1-3,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
oregano,oregano,gnome,,,,,,0.84.41+dfsg.1-1.1,3,4,0.51,Toolkit Electron commonly supports Wayland,Toolkit Electron supports X11/XLibre-style sessions,Electron,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
osdlyrics,osdlyrics,utils,,,,,,0.5.12+dfsg1-1,4,4,0.51,Toolkit SDL commonly supports Wayland,Toolkit SDL supports X11/XLibre-style sessions,SDL,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
osk-sdl,osk-sdl,utils,,,,,,0.67.1-2,4,4,0.51,Toolkit SDL commonly supports Wayland,Toolkit SDL supports X11/XLibre-style sessions,SDL,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
osm-gps-map,osm-gps-map,Gtk+,https://nzjrs.github.com/osm-gps-map/,,,,1.2.0,,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
osptoolkit,osptoolkit,utils,,,,,,4.13.0-1+b1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
otpclient,otpclient,utils,,,,,,3.1.4-1,4,4,0.51,Toolkit GTK commonly supports Wayland,Toolkit GTK supports X11/XLibre-style sessions,GTK,native-wayland,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
otpclient-cli,otpclient-cli,utils,,,,,,3.1.4-1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
oxygen5,oxygen5,Qt5,https://kde.org/plasma-desktop/,,,,6.6.2,,4,4,0.51,Toolkit Qt commonly supports Wayland,Toolkit Qt supports X11/XLibre-style sessions,Qt,native-wayland,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
pamix,pamix,sound,,,,,,1.6~git20180112.ea4ab3b-4+b1,4,5,0.51,Terminal app usually compositor-agnostic,Terminal app runs in X11 terminals,CLI,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
