app_id,name,category,homepage,upstream_repo,latest_version_upstream,latest_version_flathub,latest_version_arch,latest_version_debian,wayland_score,xlibre_score,confidence,evidence_wayland,evidence_xlibre,toolkit_guess,run_mode_guess,sources_used,notes
mailcommon,mailcommon,KDE,https://kontact.kde.org,,,,25.12.2,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mailman3-web,mailman3-web,web,,,,,,0+20200530-2.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mailto,mailto,web,,,,,,1.3.2-3.1+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
makebootfat,makebootfat,utils,,,,,,1.4-8,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
makedepf90,makedepf90,utils,,,,,,3.0.1-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
makehrtf,makehrtf,sound,,,,,,1:1.19.1-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
makepatch,makepatch,utils,,,,,,2.03-3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
makeself,makeself,utils,,,,,,2.4.5-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
malaga-mode,malaga-mode,editors,,,,,,7.12-9,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mallard-rng,mallard-rng,gnome,,,,,,1.1.0-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mame,mame,games,,,,,,0.251+dfsg.1-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mame-data,mame-data,games,,,,,,0.251+dfsg.1-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mame-tools,mame-tools,utils,,,,,,0.251+dfsg.1-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mancala,mancala,games,,,,,,1.0.3-1+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
manuals,manuals,Developer,https://apps.gnome.org/Manuals/,,,,49.1,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
manuskript,manuskript,editors,,,,,,0.14.0-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mapcache-cgi,mapcache-cgi,web,,,,,,1.14.0-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mapnik-utils,mapnik-utils,utils,,,,,,3.1.0+ds-3+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mapproxy,mapproxy,web,,,,,,1.15.1-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
marisa,marisa,utils,,,,,,0.2.6-13+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
markdown,markdown,web,,,,,,1.0.1-12,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
markdownpart,markdownpart,utils,,,,,,22.12.3-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
marsshooter,marsshooter,games,,,,,,0.7.6-7,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
marsshooter-data,marsshooter-data,games,,,,,,0.7.6-7,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
maskprocessor,maskprocessor,utils,,,,,,0.73+git20170609.1708898-3+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mat2,mat2,utils,,,,,,0.13.3-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
matanza,matanza,games,,,,,,0.13+ds2-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mate-dock-applet,mate-dock-applet,utils,,,,,,21.10.0-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mate-user-admin,mate-user-admin,utils,,,,,,1.7.0-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mate-window-applets-common,mate-window-applets-common,utils,,,,,,21.04.0-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mate-window-buttons-applet,mate-window-buttons-applet,utils,,,,,,21.04.0-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mate-window-menu-applet,mate-window-menu-applet,utils,,,,,,21.04.0-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mate-window-title-applet,mate-window-title-applet,utils,,,,,,21.04.0-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mathjax,mathjax,An,https://www.mathjax.org/,,,,4.1.1,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mathjax2,mathjax2,An,https://www.mathjax.org/,,,,2.7.9,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
maui-nota,maui-nota,Multi-platform,https://mauikit.org/,,,,4.0.2,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mauikit-texteditor,mauikit-texteditor,MauiKit,https://mauikit.org/,,,,4.0.2,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
maybe,maybe,utils,,,,,,0.4.0-6,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mazeofgalious,mazeofgalious,games,,,,,,0.62.dfsg2-4.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mazeofgalious-data,mazeofgalious-data,games,,,,,,0.62.dfsg2-4.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mblaze,mblaze,utils,,,,,,1.1-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mbox-importer,mbox-importer,utils,,,,,,4:22.12.3-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mbpfan,mbpfan,utils,,,,,,2.3.0-1+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mbuffer,mbuffer,utils,,,,,,20230301+ds1-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mbw,mbw,utils,,,,,,1.2.2-1.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mc,mc,utils,,,,,,3:4.8.29-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mc-data,mc-data,utils,,,,,,3:4.8.29-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mcollective,mcollective,utils,,,,,,2.12.5+dfsg-1.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mcollective-common,mcollective-common,utils,,,,,,2.12.5+dfsg-1.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mcp-plugins,mcp-plugins,sound,,,,,,0.4.0-6,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mcron,mcron,utils,,,,,,1.0.8-1.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mcrypt,mcrypt,utils,,,,,,2.6.8-6,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mcstrans,mcstrans,utils,,,,,,3.4-1+b2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
md-tui,md-tui,Markdown,https://github.com/henriklovhaug/md-tui,https://github.com/henriklovhaug/md-tui,v0.9.4,,,,3,4,0.35,,,unknown,x11,github,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mda-lv2,mda-lv2,sound,,,,,,1.2.10-1+deb12u1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mdetect,mdetect,utils,,,,,,0.5.2.6,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mdm,mdm,utils,,,,,,0.1.3-2.1+b3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mdns-scan,mdns-scan,utils,,,,,,0.5-5+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
media-player-info,media-player-info,Data,https://www.freedesktop.org/wiki/Software/media-player-info/,,,,26,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mediaconch,mediaconch,utils,,,,,,23.03-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mediaconch-gui,mediaconch-gui,utils,,,,,,23.03-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mediaelch,mediaelch,Media,https://www.mediaelch.de/mediaelch/,,,,2.12.0,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mediainfo,mediainfo,utils,,,,,,23.04-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mediainfo-gui,mediainfo-gui,utils,,,,,,23.04-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mediathekview,mediathekview,video,,,,,,13.2.1+ds-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mediawiki,mediawiki,web,,,,,,1:1.39.17-1~deb12u1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mediawiki-classes,mediawiki-classes,web,,,,,,1:1.39.17-1~deb12u1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mediawiki-extension-codemirror,mediawiki-extension-codemirror,web,,,,,,4.0.0~git20221204.b897975-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mediawiki-extension-youtube,mediawiki-extension-youtube,web,,,,,,1.9.3~git20221020.e005c0b-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mediawiki-skin-greystuff,mediawiki-skin-greystuff,web,,,,,,1.2.5~git20220922.60bda8c-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mednafen,mednafen,games,,,,,,1.29.0+dfsg-1+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mednaffe,mednaffe,games,,,,,,0.9.2-1+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
meld,meld,gnome,,,,,,3.22.0-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
melt,melt,utils,,,,,,7.12.0-1+deb12u1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
memcached,memcached,web,,,,,,1.6.18-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
memo,memo,utils,,,,,,1.7.1-4,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
memtester,memtester,utils,,,,,,4.6.0-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mencal,mencal,utils,,,,,,3.0-6,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mencoder,mencoder,video,,,,,,2:1.5+svn38408-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
merecat,merecat,web,,,,,,2.31+git20220513+ds-4.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mergelog,mergelog,utils,,,,,,4.5.1-10,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mergerfs,mergerfs,utils,,,,,,2.33.5-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
meritous,meritous,games,,,,,,1.5-1.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
meritous-data,meritous-data,games,,,,,,1.5-1.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
merkaartor,merkaartor,OpenStreetMap,http://merkaartor.be/,,,,0.20.0,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
meshio-tools,meshio-tools,utils,,,,,,7.0.0-3,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mess-desktop-entries,mess-desktop-entries,games,,,,,,0.2-4.1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
messagelib,messagelib,KDE,https://kontact.kde.org,,,,25.12.2,,3,4,0.35,,,unknown,x11,arch,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
metar,metar,utils,,,,,,20190227.1-1+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
meterbridge,meterbridge,sound,,,,,,0.9.2-13+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
meterec,meterec,sound,,,,,,0.9.3-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mfoc,mfoc,utils,,,,,,0.10.7+git20180724-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mg,mg,editors,,,,,,20221112-1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mgba-common,mgba-common,games,,,,,,0.10.1+dfsg-1+deb12u1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mgt,mgt,games,,,,,,2.31-9,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
mhddfs,mhddfs,utils,,,,,,0.1.39+nmu2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
miceamaze,miceamaze,games,,,,,,4.2.1-3+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
micropolis,micropolis,games,,,,,,0.0.20071228-10,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
micropolis-data,micropolis-data,games,,,,,,0.0.20071228-10,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
microsocks,microsocks,utils,,,,,,1.0.3-2,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
midge,midge,sound,,,,,,0.2.41+dfsg-1~deb12u1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
midicsv,midicsv,sound,,,,,,1.1+dfsg.1-1+b1,3,4,0.35,,,unknown,x11,debian,Heuristic scoring based on toolkit + metadata mentions; XLibre treated as X11/Xorg-style compatibility.
